V01146.1	1	0
V01146.1	2	0
V01146.1	3	0
V01146.1	4	0
V01146.1	5	0
V01146.1	6	0
V01146.1	7	0
V01146.1	8	0
V01146.1	9	0
V01146.1	10	0
V01146.1	11	0
V01146.1	12	0
V01146.1	13	0
V01146.1	14	0
V01146.1	15	0
V01146.1	16	0
V01146.1	17	0
V01146.1	18	0
V01146.1	19	0
V01146.1	20	0
V01146.1	21	0
V01146.1	22	0
V01146.1	23	0
V01146.1	24	0
V01146.1	25	0
V01146.1	26	0
V01146.1	27	0
V01146.1	28	0
V01146.1	29	0
V01146.1	30	0
V01146.1	31	1
V01146.1	32	2
V01146.1	33	2
V01146.1	34	2
V01146.1	35	2
V01146.1	36	2
V01146.1	37	2
V01146.1	38	2
V01146.1	39	2
V01146.1	40	2
V01146.1	41	2
V01146.1	42	0
V01146.1	43	0
V01146.1	44	0
V01146.1	45	0
V01146.1	46	0
V01146.1	47	0
V01146.1	48	0
V01146.1	49	0
V01146.1	50	0
V01146.1	51	0
V01146.1	52	0
V01146.1	53	0
V01146.1	54	0
V01146.1	55	0
V01146.1	56	0
V01146.1	57	0
V01146.1	58	0
V01146.1	59	0
V01146.1	60	0
V01146.1	61	0
V01146.1	62	0
V01146.1	63	0
V01146.1	64	0
V01146.1	65	0
V01146.1	66	0
V01146.1	67	0
V01146.1	68	0
V01146.1	69	0
V01146.1	70	0
V01146.1	71	0
V01146.1	72	0
V01146.1	73	0
V01146.1	74	0
V01146.1	75	0
V01146.1	76	0
V01146.1	77	0
V01146.1	78	0
V01146.1	79	0
V01146.1	80	0
V01146.1	81	1
V01146.1	82	1
V01146.1	83	1
V01146.1	84	1
V01146.1	85	1
V01146.1	86	2
V01146.1	87	30
V01146.1	88	41
V01146.1	89	47
V01146.1	90	75
V01146.1	91	128
V01146.1	92	128
V01146.1	93	138
V01146.1	94	157
V01146.1	95	187
V01146.1	96	191
V01146.1	97	207
V01146.1	98	210
V01146.1	99	214
V01146.1	100	236
V01146.1	101	242
V01146.1	102	428
V01146.1	103	465
V01146.1	104	477
V01146.1	105	490
V01146.1	106	513
V01146.1	107	814
V01146.1	108	821
V01146.1	109	828
V01146.1	110	844
V01146.1	111	857
V01146.1	112	1130
V01146.1	113	1181
V01146.1	114	1193
V01146.1	115	1325
V01146.1	116	1384
V01146.1	117	1501
V01146.1	118	1513
V01146.1	119	1563
V01146.1	120	1804
V01146.1	121	1806
V01146.1	122	1819
V01146.1	123	1850
V01146.1	124	1960
V01146.1	125	2068
V01146.1	126	2087
V01146.1	127	2105
V01146.1	128	2154
V01146.1	129	2201
V01146.1	130	2476
V01146.1	131	2488
V01146.1	132	2537
V01146.1	133	2573
V01146.1	134	2577
V01146.1	135	2615
V01146.1	136	2729
V01146.1	137	2840
V01146.1	138	2921
V01146.1	139	2975
V01146.1	140	3031
V01146.1	141	3083
V01146.1	142	3101
V01146.1	143	3170
V01146.1	144	3443
V01146.1	145	4102
V01146.1	146	4156
V01146.1	147	4228
V01146.1	148	4308
V01146.1	149	4360
V01146.1	150	4621
V01146.1	151	4644
V01146.1	152	4654
V01146.1	153	4660
V01146.1	154	4664
V01146.1	155	4726
V01146.1	156	4734
V01146.1	157	4909
V01146.1	158	5008
V01146.1	159	5068
V01146.1	160	5119
V01146.1	161	5154
V01146.1	162	5148
V01146.1	163	5374
V01146.1	164	5380
V01146.1	165	5378
V01146.1	166	5334
V01146.1	167	5334
V01146.1	168	5336
V01146.1	169	5324
V01146.1	170	5429
V01146.1	171	5527
V01146.1	172	5509
V01146.1	173	5519
V01146.1	174	5512
V01146.1	175	5539
V01146.1	176	5662
V01146.1	177	5567
V01146.1	178	5572
V01146.1	179	5607
V01146.1	180	5618
V01146.1	181	5806
V01146.1	182	5570
V01146.1	183	5601
V01146.1	184	5679
V01146.1	185	5677
V01146.1	186	5899
V01146.1	187	5673
V01146.1	188	5641
V01146.1	189	5470
V01146.1	190	5346
V01146.1	191	5356
V01146.1	192	5303
V01146.1	193	5294
V01146.1	194	5263
V01146.1	195	5082
V01146.1	196	5083
V01146.1	197	5091
V01146.1	198	5086
V01146.1	199	5588
V01146.1	200	5421
V01146.1	201	5405
V01146.1	202	5440
V01146.1	203	5575
V01146.1	204	5917
V01146.1	205	5790
V01146.1	206	6113
V01146.1	207	6085
V01146.1	208	6055
V01146.1	209	6080
V01146.1	210	6224
V01146.1	211	6664
V01146.1	212	7075
V01146.1	213	7034
V01146.1	214	6826
V01146.1	215	6900
V01146.1	216	7006
V01146.1	217	8574
V01146.1	218	8579
V01146.1	219	8385
V01146.1	220	7883
V01146.1	221	7840
V01146.1	222	7771
V01146.1	223	7694
V01146.1	224	7788
V01146.1	225	8187
V01146.1	226	8175
V01146.1	227	8223
V01146.1	228	8237
V01146.1	229	8289
V01146.1	230	9378
V01146.1	231	9405
V01146.1	232	9276
V01146.1	233	9187
V01146.1	234	9138
V01146.1	235	9101
V01146.1	236	9082
V01146.1	237	9298
V01146.1	238	9867
V01146.1	239	9861
V01146.1	240	9889
V01146.1	241	9901
V01146.1	242	9931
V01146.1	243	10061
V01146.1	244	10060
V01146.1	245	10010
V01146.1	246	9923
V01146.1	247	9980
V01146.1	248	10013
V01146.1	249	10042
V01146.1	250	10131
V01146.1	251	10664
V01146.1	252	10786
V01146.1	253	11047
V01146.1	254	11045
V01146.1	255	11087
V01146.1	256	12099
V01146.1	257	12112
V01146.1	258	12117
V01146.1	259	12036
V01146.1	260	12032
V01146.1	261	11811
V01146.1	262	11857
V01146.1	263	11934
V01146.1	264	12571
V01146.1	265	12570
V01146.1	266	12599
V01146.1	267	12627
V01146.1	268	12709
V01146.1	269	13176
V01146.1	270	13203
V01146.1	271	13241
V01146.1	272	13359
V01146.1	273	13324
