target_id	length	eff_length	est_counts	tpm
NC_001604.1|T7p01|NP_041954.1|CDS|hypothetical	354	175	971	100.546
NC_001604.1|T7p02|NP_041955.1|CDS|hypothetical	156	10.3458	0	0
NC_001604.1|T7p04|NP_041956.1|CDS|hypothetical	144	8.51793	0	0
NC_001604.1|T7p05|NP_041957.1|CDS|hypothetical	337	158	0	0
NC_001604.1|T7p06|NP_041958.1|CDS|hypothetical	162	11.5236	0	0
NC_001604.1|T7p03|NP_041959.1|CDS|protein	1080	901	1276	25.6631
NC_001604.1|T7p07|NP_041960.1|CDS|T3/T7-like	2652	2473	981	7.18834
NC_001604.1|T7p09|NP_041961.1|CDS|hypothetical	129	6.9214	0	0
NC_001604.1|T7p08|NP_041962.1|CDS|host	258	79.0036	26	5.96363
NC_001604.1|T7p10|NP_041963.1|CDS|ATP-dependent	1080	901	78	1.56875
NC_001604.1|T7p11|NP_041964.1|CDS|hypothetical	156	10.3458	0	0
NC_001604.1|T7p12|NP_041965.1|CDS|hypothetical	90	4.62459	0	0
NC_001604.1|T7p13|NP_041966.1|CDS|hypothetical	261	82.002	7	1.54688
NC_001604.1|T7p14|NP_041967.1|CDS|hypothetical	591	412	33	1.45145
NC_001604.1|T7p15|NP_041968.1|CDS|hypothetical	147	8.91948	0	0
NC_001604.1|T7p16|NP_041969.1|CDS|inhibitor	195	23.5677	3	2.30668
NC_001604.1|T7p17|NP_041970.1|CDS|single-stranded	699	520	60	2.09089
NC_001604.1|T7p18|NP_041971.1|CDS|hypothetical	420	241	27	2.03016
NC_001604.1|T7p19|NP_041972.1|CDS|endonuclease	450	271	38	2.54096
NC_001604.1|T7p20|NP_041973.1|CDS|lysozyme	456	277	43	2.81302
NC_001604.1|T7p21|NP_041974.1|CDS|putative	366	187	6	0.581425
NC_001604.1|T7p22|NP_041975.1|CDS|DNA	1701	1522	80.3388	0.956522
NC_001604.1|T7p23|NP_041976.1|CDS|hypothetical	123	6.43085	0	0
NC_001604.1|T7p24|NP_041977.1|CDS|helicase	1512	1333	6.38264	0.086767
NC_001604.1|T7p25|NP_041978.1|CDS|hypothetical	339	160	5.27852	0.597828
