time	species	protein	transcript	ribo_density
0.000000	__proteinX_rbs	0.000000	0.000000	0.000000
0.000000	__proteinY_rbs	0.000000	0.000000	0.000000
0.000000	__proteinZ_rbs	0.000000	0.000000	0.000000
0.000000	__ribosome	100.000000	0.000000	0.000000
0.000000	__rnase_site	0.000000	0.000000	0.000000
0.000000	__rnase_site_ext	0.000000	0.000000	0.000000
0.000000	p1	1.000000	0.000000	0.000000
0.000000	rnapol	10.000000	0.000000	0.000000
1.007175	__proteinX_rbs	0.000000	0.000000	0.000000
1.007175	__proteinY_rbs	0.000000	0.000000	0.000000
1.007175	__proteinZ_rbs	0.000000	0.000000	0.000000
1.007175	__ribosome	98.000000	0.000000	0.000000
1.007175	__rnase_site	0.000000	0.000000	0.000000
1.007175	__rnase_site_ext	1.000000	0.000000	0.000000
1.007175	p1	0.000000	0.000000	0.000000
1.007175	proteinX	0.000000	2.000000	1.000000
1.007175	rnapol	6.000000	0.000000	0.000000
2.000404	__proteinX_rbs	4.000000	0.000000	0.000000
2.000404	__proteinY_rbs	0.000000	0.000000	0.000000
2.000404	__proteinZ_rbs	0.000000	0.000000	0.000000
2.000404	__ribosome	98.000000	0.000000	0.000000
2.000404	__rnase_site	0.000000	0.000000	0.000000
2.000404	__rnase_site_ext	5.000000	0.000000	0.000000
2.000404	p1	0.000000	0.000000	0.000000
2.000404	proteinX	0.000000	4.000000	0.500000
2.000404	rnapol	4.000000	0.000000	0.000000
2.999302	__proteinX_rbs	4.000000	0.000000	0.000000
2.999302	__proteinY_rbs	0.000000	0.000000	0.000000
2.999302	__proteinZ_rbs	0.000000	0.000000	0.000000
2.999302	__ribosome	93.000000	0.000000	0.000000
2.999302	__rnase_site	0.000000	0.000000	0.000000
2.999302	__rnase_site_ext	5.000000	0.000000	0.000000
2.999302	p1	0.000000	0.000000	0.000000
2.999302	proteinX	0.000000	6.000000	1.166667
2.999302	rnapol	2.000000	0.000000	0.000000
3.999891	__proteinX_rbs	5.000000	0.000000	0.000000
3.999891	__proteinY_rbs	0.000000	0.000000	0.000000
3.999891	__proteinZ_rbs	0.000000	0.000000	0.000000
3.999891	__ribosome	85.000000	0.000000	0.000000
3.999891	__rnase_site	0.000000	0.000000	0.000000
3.999891	__rnase_site_ext	7.000000	0.000000	0.000000
3.999891	p1	0.000000	0.000000	0.000000
3.999891	proteinX	0.000000	9.000000	1.555556
3.999891	proteinY	0.000000	1.000000	1.000000
3.999891	rnapol	0.000000	0.000000	0.000000
4.999890	__proteinX_rbs	5.000000	0.000000	0.000000
4.999890	__proteinY_rbs	2.000000	0.000000	0.000000
4.999890	__proteinZ_rbs	0.000000	0.000000	0.000000
4.999890	__ribosome	78.000000	0.000000	0.000000
4.999890	__rnase_site	0.000000	0.000000	0.000000
4.999890	__rnase_site_ext	8.000000	0.000000	0.000000
4.999890	p1	1.000000	0.000000	0.000000
4.999890	proteinX	1.000000	10.000000	2.000000
4.999890	proteinY	0.000000	2.000000	1.000000
4.999890	rnapol	0.000000	0.000000	0.000000
5.999318	__proteinX_rbs	6.000000	0.000000	0.000000
5.999318	__proteinY_rbs	2.000000	0.000000	0.000000
5.999318	__proteinZ_rbs	0.000000	0.000000	0.000000
5.999318	__ribosome	68.000000	0.000000	0.000000
5.999318	__rnase_site	0.000000	0.000000	0.000000
5.999318	__rnase_site_ext	8.000000	0.000000	0.000000
5.999318	p1	1.000000	0.000000	0.000000
5.999318	proteinX	3.000000	10.000000	2.800000
5.999318	proteinY	0.000000	4.000000	1.000000
5.999318	rnapol	0.000000	0.000000	0.000000
7.000743	__proteinX_rbs	6.000000	0.000000	0.000000
7.000743	__proteinY_rbs	6.000000	0.000000	0.000000
7.000743	__proteinZ_rbs	0.000000	0.000000	0.000000
7.000743	__ribosome	63.000000	0.000000	0.000000
7.000743	__rnase_site	0.000000	0.000000	0.000000
7.000743	__rnase_site_ext	6.000000	0.000000	0.000000
7.000743	p1	1.000000	0.000000	0.000000
7.000743	proteinX	6.000000	9.000000	3.444444
7.000743	proteinY	1.000000	6.000000	1.000000
7.000743	rnapol	0.000000	0.000000	0.000000
7.999272	__proteinX_rbs	1.000000	0.000000	0.000000
7.999272	__proteinY_rbs	4.000000	0.000000	0.000000
7.999272	__proteinZ_rbs	1.000000	0.000000	0.000000
7.999272	__ribosome	52.000000	0.000000	0.000000
7.999272	__rnase_site	0.000000	0.000000	0.000000
7.999272	__rnase_site_ext	4.000000	0.000000	0.000000
7.999272	p1	1.000000	0.000000	0.000000
7.999272	proteinX	14.000000	9.000000	3.777778
7.999272	proteinY	1.000000	8.000000	1.750000
7.999272	proteinZ	0.000000	1.000000	0.000000
7.999272	rnapol	0.000000	0.000000	0.000000
8.999290	__proteinX_rbs	4.000000	0.000000	0.000000
8.999290	__proteinY_rbs	7.000000	0.000000	0.000000
8.999290	__proteinZ_rbs	1.000000	0.000000	0.000000
8.999290	__ribosome	45.000000	0.000000	0.000000
8.999290	__rnase_site	0.000000	0.000000	0.000000
8.999290	__rnase_site_ext	6.000000	0.000000	0.000000
8.999290	p1	1.000000	0.000000	0.000000
8.999290	proteinX	19.000000	9.000000	3.888889
8.999290	proteinY	2.000000	10.000000	1.700000
8.999290	proteinZ	0.000000	3.000000	1.000000
8.999290	rnapol	0.000000	0.000000	0.000000
9.999749	__proteinX_rbs	7.000000	0.000000	0.000000
9.999749	__proteinY_rbs	7.000000	0.000000	0.000000
