time	species	protein	transcript	ribo_density
0.000000	__proteinX_rbs	0.000000	0.000000	0.000000
0.000000	__proteinY_rbs	0.000000	0.000000	0.000000
0.000000	__proteinZ_rbs	0.000000	0.000000	0.000000
0.000000	__ribosome	100.000000	0.000000	0.000000
0.000000	p1	2.000000	0.000000	0.000000
0.000000	rnapol	10.000000	0.000000	0.000000
0.999036	__proteinX_rbs	1.000000	0.000000	0.000000
0.999036	__proteinY_rbs	0.000000	0.000000	0.000000
0.999036	__proteinZ_rbs	0.000000	0.000000	0.000000
0.999036	__ribosome	99.000000	0.000000	0.000000
0.999036	p1	1.000000	0.000000	0.000000
0.999036	proteinX	0.000000	2.000000	0.500000
0.999036	rnapol	6.000000	0.000000	0.000000
2.001762	__proteinX_rbs	2.000000	0.000000	0.000000
2.001762	__proteinY_rbs	0.000000	0.000000	0.000000
2.001762	__proteinZ_rbs	0.000000	0.000000	0.000000
2.001762	__ribosome	98.000000	0.000000	0.000000
2.001762	p1	1.000000	0.000000	0.000000
2.001762	proteinX	0.000000	2.000000	1.000000
2.001762	rnapol	5.000000	0.000000	0.000000
3.004822	__proteinX_rbs	2.000000	0.000000	0.000000
3.004822	__proteinY_rbs	0.000000	0.000000	0.000000
3.004822	__proteinZ_rbs	0.000000	0.000000	0.000000
3.004822	__ribosome	96.000000	0.000000	0.000000
3.004822	p1	2.000000	0.000000	0.000000
3.004822	proteinX	0.000000	4.000000	1.000000
3.004822	rnapol	3.000000	0.000000	0.000000
3.999419	__proteinX_rbs	1.000000	0.000000	0.000000
3.999419	__proteinY_rbs	0.000000	0.000000	0.000000
3.999419	__proteinZ_rbs	0.000000	0.000000	0.000000
3.999419	__ribosome	91.000000	0.000000	0.000000
3.999419	p1	2.000000	0.000000	0.000000
3.999419	proteinX	0.000000	5.000000	1.800000
3.999419	rnapol	1.000000	0.000000	0.000000
5.002992	__proteinX_rbs	2.000000	0.000000	0.000000
5.002992	__proteinY_rbs	0.000000	0.000000	0.000000
5.002992	__proteinZ_rbs	0.000000	0.000000	0.000000
5.002992	__ribosome	87.000000	0.000000	0.000000
5.002992	p1	2.000000	0.000000	0.000000
5.002992	proteinX	0.000000	5.000000	2.600000
5.002992	rnapol	1.000000	0.000000	0.000000
5.999152	__proteinX_rbs	4.000000	0.000000	0.000000
5.999152	__proteinY_rbs	0.000000	0.000000	0.000000
5.999152	__proteinZ_rbs	0.000000	0.000000	0.000000
5.999152	__ribosome	85.000000	0.000000	0.000000
5.999152	p1	2.000000	0.000000	0.000000
5.999152	proteinX	0.000000	5.000000	3.000000
5.999152	rnapol	0.000000	0.000000	0.000000
6.999594	__proteinX_rbs	3.000000	0.000000	0.000000
6.999594	__proteinY_rbs	2.000000	0.000000	0.000000
6.999594	__proteinZ_rbs	0.000000	0.000000	0.000000
6.999594	__ribosome	80.000000	0.000000	0.000000
6.999594	p1	2.000000	0.000000	0.000000
6.999594	proteinX	0.000000	5.000000	4.000000
6.999594	proteinY	0.000000	2.000000	0.000000
6.999594	rnapol	0.000000	0.000000	0.000000
7.999237	__proteinX_rbs	3.000000	0.000000	0.000000
7.999237	__proteinY_rbs	2.000000	0.000000	0.000000
7.999237	__proteinZ_rbs	0.000000	0.000000	0.000000
7.999237	__ribosome	73.000000	0.000000	0.000000
7.999237	p1	1.000000	0.000000	0.000000
7.999237	proteinX	1.000000	5.000000	4.600000
7.999237	proteinY	0.000000	3.000000	1.000000
7.999237	proteinZ	0.000000	1.000000	1.000000
7.999237	rnapol	0.000000	0.000000	0.000000
8.999674	__proteinX_rbs	2.000000	0.000000	0.000000
8.999674	__proteinY_rbs	2.000000	0.000000	0.000000
8.999674	__proteinZ_rbs	1.000000	0.000000	0.000000
8.999674	__ribosome	64.000000	0.000000	0.000000
8.999674	p1	2.000000	0.000000	0.000000
8.999674	proteinX	3.000000	5.000000	5.200000
8.999674	proteinY	2.000000	4.000000	1.500000
8.999674	proteinZ	0.000000	3.000000	1.333333
8.999674	rnapol	1.000000	0.000000	0.000000
10.000691	__proteinX_rbs	3.000000	0.000000	0.000000
10.000691	__proteinY_rbs	4.000000	0.000000	0.000000
10.000691	__proteinZ_rbs	3.000000	0.000000	0.000000
10.000691	__ribosome	60.000000	0.000000	0.000000
10.000691	p1	1.000000	0.000000	0.000000
10.000691	proteinX	5.000000	6.000000	4.666667
10.000691	proteinY	6.000000	5.000000	1.000000
10.000691	proteinZ	0.000000	4.000000	1.750000
10.000691	rnapol	0.000000	0.000000	0.000000
10.999221	__proteinX_rbs	4.000000	0.000000	0.000000
10.999221	__proteinY_rbs	2.000000	0.000000	0.000000
10.999221	__proteinZ_rbs	3.000000	0.000000	0.000000
10.999221	__ribosome	57.000000	0.000000	0.000000
10.999221	p1	2.000000	0.000000	0.000000
10.999221	proteinX	9.000000	6.000000	4.666667
10.999221	proteinY	10.000000	5.000000	1.000000
10.999221	proteinZ	0.000000	5.000000	2.000000
10.999221	rnapol	1.000000	0.000000	0.000000
11.999647	__proteinX_rbs	5.000000	0.000000	0.000000
11.999647	__proteinY_rbs	2.000000	0.000000	0.000000
11.999647	__proteinZ_rbs	3.000000	0.000000	0.000000
11.999647	__ribosome	52.000000	0.000000	0.000000
11.999647	p1	2.000000	0.000000	0.000000
11.999647	proteinX	13.000000	6.000000	4.666667
11.999647	proteinY	13.000000	5.000000	1.000000
11.999647	proteinZ	0.000000	5.000000	3.000000
