0, 0.0, E. coli B promoter, 1
0, 0.0, E. coli C promoter, 0
0, 0.0, T7 promoter phi1.1A, 0
0, 0.0, T7 promoter phi1.1B, 0
0, 0.0, T7 promoter phi1.3, 0
0, 0.0, T7 promoter phi1.5, 0
0, 0.0, T7 promoter phi1.6, 0
0, 0.0, T7 promoter phi10, 0
0, 0.0, T7 promoter phi13, 0
0, 0.0, T7 promoter phi2.5, 0
0, 0.0, T7 promoter phi3.8, 0
0, 0.0, T7 promoter phi4.3, 0
0, 0.0, T7 promoter phi4.7, 0
0, 0.0, T7 promoter phi4c, 0
0, 0.0, T7 promoter phi6.5, 0
0, 0.0, T7 promoter phi9, 0
0, 0.0, bacterial_RNA_pol_inhibitor-2, 0
0, 0.0, bound_ecolipol, 1600
0, 0.0, bound_ribosome, 9500
0, 0.0, ecoli_promoter, 1000
0, 0.0, ecolipol, 200
0, 0.0, ecolipol-2, 0
0, 0.0, ecolipol-2-p, 0
0, 0.0, ecolipol-p, 0
0, 0.0, gp0.6A, 0
0, 0.0, lysozyme-3.5, 0
0, 0.0, phi17, 0
0, 0.0, protein_kinase-0.7, 0
0, 0.0, rbs, 0
0, 0.0, ribosome, 500
0, 0.0, rnapol-1, 0
0, 0.0, rnapol-3.5, 0
418237, 5.000004285262482, E. coli B promoter, 0
418237, 5.000004285262482, E. coli C promoter, 0
418237, 5.000004285262482, T7 promoter phi1.1A, 0
418237, 5.000004285262482, T7 promoter phi1.1B, 0
418237, 5.000004285262482, T7 promoter phi1.3, 0
418237, 5.000004285262482, T7 promoter phi1.5, 0
418237, 5.000004285262482, T7 promoter phi1.6, 0
418237, 5.000004285262482, T7 promoter phi10, 0
418237, 5.000004285262482, T7 promoter phi13, 0
418237, 5.000004285262482, T7 promoter phi2.5, 0
418237, 5.000004285262482, T7 promoter phi3.8, 0
418237, 5.000004285262482, T7 promoter phi4.3, 0
418237, 5.000004285262482, T7 promoter phi4.7, 0
418237, 5.000004285262482, T7 promoter phi4c, 0
418237, 5.000004285262482, T7 promoter phi6.5, 0
418237, 5.000004285262482, T7 promoter phi9, 0
418237, 5.000004285262482, bacterial_RNA_pol_inhibitor-2, 0
418237, 5.000004285262482, bound_ecolipol, 1059
418237, 5.000004285262482, bound_ribosome, 8794
418237, 5.000004285262482, ecoli_promoter, 1541
418237, 5.000004285262482, ecolipol, 736
418237, 5.000004285262482, ecolipol-2, 0
418237, 5.000004285262482, ecolipol-2-p, 0
418237, 5.000004285262482, ecolipol-p, 0
418237, 5.000004285262482, gp0.6A, 0
418237, 5.000004285262482, lysozyme-3.5, 0
418237, 5.000004285262482, phi17, 0
418237, 5.000004285262482, protein_kinase-0.7, 0
418237, 5.000004285262482, rbs, 1
418237, 5.000004285262482, ribosome, 1191
418237, 5.000004285262482, rnapol-1, 0
418237, 5.000004285262482, rnapol-3.5, 0
843347, 10.000004875877737, E. coli B promoter, 0
843347, 10.000004875877737, E. coli C promoter, 0
843347, 10.000004875877737, T7 promoter phi1.1A, 0
843347, 10.000004875877737, T7 promoter phi1.1B, 0
843347, 10.000004875877737, T7 promoter phi1.3, 0
843347, 10.000004875877737, T7 promoter phi1.5, 0
843347, 10.000004875877737, T7 promoter phi1.6, 0
843347, 10.000004875877737, T7 promoter phi10, 0
843347, 10.000004875877737, T7 promoter phi13, 0
843347, 10.000004875877737, T7 promoter phi2.5, 0
843347, 10.000004875877737, T7 promoter phi3.8, 0
