target_id	length	eff_length	est_counts	tpm
NC_001604.1|T7p01|NP_041954.1|CDS|hypothetical	354	175	25	6.27344
NC_001604.1|T7p02|NP_041955.1|CDS|hypothetical	156	10.3458	0	0
NC_001604.1|T7p04|NP_041956.1|CDS|hypothetical	144	8.51793	0	0
NC_001604.1|T7p05|NP_041957.1|CDS|hypothetical	337	158	0	0
NC_001604.1|T7p06|NP_041958.1|CDS|hypothetical	162	11.5236	0	0
NC_001604.1|T7p03|NP_041959.1|CDS|protein	1080	901	32	1.55966
NC_001604.1|T7p07|NP_041960.1|CDS|T3/T7-like	2652	2473	66	1.17199
NC_001604.1|T7p09|NP_041961.1|CDS|hypothetical	129	6.9214	0	0
NC_001604.1|T7p08|NP_041962.1|CDS|host	258	79.0036	8	4.44679
NC_001604.1|T7p10|NP_041963.1|CDS|ATP-dependent	1080	901	49	2.38822
NC_001604.1|T7p11|NP_041964.1|CDS|hypothetical	156	10.3458	1	4.24464
NC_001604.1|T7p12|NP_041965.1|CDS|hypothetical	90	4.62459	0	0
NC_001604.1|T7p13|NP_041966.1|CDS|hypothetical	261	82.002	4	2.1421
NC_001604.1|T7p14|NP_041967.1|CDS|hypothetical	591	412	23	2.45151
NC_001604.1|T7p15|NP_041968.1|CDS|hypothetical	147	8.91948	0	0
NC_001604.1|T7p16|NP_041969.1|CDS|inhibitor	195	23.5677	5	9.31658
NC_001604.1|T7p17|NP_041970.1|CDS|single-stranded	699	520	44	3.71581
NC_001604.1|T7p18|NP_041971.1|CDS|hypothetical	420	241	23	4.19097
NC_001604.1|T7p19|NP_041972.1|CDS|endonuclease	450	271	26	4.21316
NC_001604.1|T7p20|NP_041973.1|CDS|lysozyme	456	277	22	3.48776
NC_001604.1|T7p21|NP_041974.1|CDS|putative	366	187	9	2.11351
NC_001604.1|T7p22|NP_041975.1|CDS|DNA	1701	1522	32.2116	0.929398
NC_001604.1|T7p23|NP_041976.1|CDS|hypothetical	123	6.43085	0	0
NC_001604.1|T7p24|NP_041977.1|CDS|helicase	1512	1333	17.3787	0.57252
NC_001604.1|T7p25|NP_041978.1|CDS|hypothetical	339	160	1.40968	0.386904
NC_001604.1|T7p26|NP_041979.1|CDS|hypothetical	213	36.0583	4	4.87145
NC_001604.1|T7p27|NP_041980.1|CDS|hypothetical	270	91.0003	6	2.89542
NC_001604.1|T7p28|NP_041981.1|CDS|hypothetical	408	229	14	2.6847
NC_001604.1|T7p29|NP_041982.1|CDS|DNA	2115	1936	126	2.85804
NC_001604.1|T7p30|NP_041983.1|CDS|hypothetical	357	178	24	5.921
NC_001604.1|T7p31|NP_041984.1|CDS|hypothetical	509	330	11.1359	1.48189
NC_001604.1|T7p32|NP_041985.1|CDS|host	300	121	5.13786e-05	1.86466e-05
NC_001604.1|T7p33|NP_041986.1|CDS|hypothetical	210	33.6633	4.86402	6.34516
NC_001604.1|T7p34|NP_041987.1|CDS|host	159	10.9088	0	0
