V01146.1	1	0
V01146.1	2	27
V01146.1	3	42
V01146.1	4	45
V01146.1	5	46
V01146.1	6	49
V01146.1	7	49
V01146.1	8	51
V01146.1	9	58
V01146.1	10	58
V01146.1	11	59
V01146.1	12	66
V01146.1	13	78
V01146.1	14	190
V01146.1	15	196
V01146.1	16	201
V01146.1	17	203
V01146.1	18	204
V01146.1	19	218
V01146.1	20	348
V01146.1	21	480
V01146.1	22	556
V01146.1	23	621
V01146.1	24	694
V01146.1	25	779
V01146.1	26	784
V01146.1	27	787
V01146.1	28	787
V01146.1	29	787
V01146.1	30	801
V01146.1	31	817
V01146.1	32	827
V01146.1	33	835
V01146.1	34	833
V01146.1	35	838
V01146.1	36	842
V01146.1	37	843
V01146.1	38	852
V01146.1	39	852
V01146.1	40	853
V01146.1	41	857
V01146.1	42	857
V01146.1	43	859
V01146.1	44	859
V01146.1	45	860
V01146.1	46	860
V01146.1	47	860
V01146.1	48	861
V01146.1	49	862
V01146.1	50	862
V01146.1	51	863
V01146.1	52	866
V01146.1	53	868
V01146.1	54	869
V01146.1	55	877
V01146.1	56	879
V01146.1	57	885
V01146.1	58	885
V01146.1	59	885
V01146.1	60	886
V01146.1	61	888
V01146.1	62	888
V01146.1	63	893
V01146.1	64	893
V01146.1	65	894
V01146.1	66	895
V01146.1	67	906
V01146.1	68	908
V01146.1	69	994
V01146.1	70	1004
V01146.1	71	1011
V01146.1	72	1011
V01146.1	73	1015
V01146.1	74	1142
V01146.1	75	1246
V01146.1	76	1281
V01146.1	77	1284
V01146.1	78	1327
V01146.1	79	1541
V01146.1	80	1556
V01146.1	81	1678
V01146.1	82	1684
V01146.1	83	1692
V01146.1	84	1760
V01146.1	85	1829
V01146.1	86	1889
V01146.1	87	1913
V01146.1	88	1914
V01146.1	89	1808
V01146.1	90	1831
V01146.1	91	1878
V01146.1	92	1875
V01146.1	93	1884
V01146.1	94	1889
V01146.1	95	1790
V01146.1	96	1625
V01146.1	97	1560
V01146.1	98	1493
V01146.1	99	1465
V01146.1	100	1407
V01146.1	101	1410
V01146.1	102	1594
