target_id	length	eff_length	est_counts	tpm
NC_001604.1|T7p01|NP_041954.1|CDS|hypothetical	354	175	1140	323.541
NC_001604.1|T7p02|NP_041955.1|CDS|hypothetical	156	10.3458	0	0
NC_001604.1|T7p04|NP_041956.1|CDS|hypothetical	144	8.51793	0	0
NC_001604.1|T7p05|NP_041957.1|CDS|hypothetical	337	158	0	0
NC_001604.1|T7p06|NP_041958.1|CDS|hypothetical	162	11.5236	0	0
NC_001604.1|T7p03|NP_041959.1|CDS|protein	1080	901	2212	121.933
NC_001604.1|T7p07|NP_041960.1|CDS|T3/T7-like	2652	2473	18216	365.84
NC_001604.1|T7p09|NP_041961.1|CDS|hypothetical	129	6.9214	0	0
NC_001604.1|T7p08|NP_041962.1|CDS|host	258	79.0036	2850	1791.68
NC_001604.1|T7p10|NP_041963.1|CDS|ATP-dependent	1080	901	21459	1182.9
NC_001604.1|T7p11|NP_041964.1|CDS|hypothetical	156	10.3458	78	374.45
NC_001604.1|T7p12|NP_041965.1|CDS|hypothetical	90	4.62459	0	0
NC_001604.1|T7p13|NP_041966.1|CDS|hypothetical	261	82.002	1707	1033.88
NC_001604.1|T7p14|NP_041967.1|CDS|hypothetical	591	412	7983	962.345
NC_001604.1|T7p15|NP_041968.1|CDS|hypothetical	147	8.91948	0	0
NC_001604.1|T7p16|NP_041969.1|CDS|inhibitor	195	23.5677	1584	3338.1
NC_001604.1|T7p17|NP_041970.1|CDS|single-stranded	699	520	18002	1719.41
NC_001604.1|T7p18|NP_041971.1|CDS|hypothetical	420	241	9180	1891.85
NC_001604.1|T7p19|NP_041972.1|CDS|endonuclease	450	271	18437	3378.96
NC_001604.1|T7p20|NP_041973.1|CDS|lysozyme	456	277	15004	2690.23
NC_001604.1|T7p21|NP_041974.1|CDS|putative	366	187	991	263.205
NC_001604.1|T7p22|NP_041975.1|CDS|DNA	1701	1522	6093.23	198.836
NC_001604.1|T7p23|NP_041976.1|CDS|hypothetical	123	6.43085	0	0
NC_001604.1|T7p24|NP_041977.1|CDS|helicase	1512	1333	1.69208e-06	6.30454e-08
NC_001604.1|T7p25|NP_041978.1|CDS|hypothetical	339	160	1144.77	355.352
NC_001604.1|T7p26|NP_041979.1|CDS|hypothetical	213	36.0583	1022	1407.69
NC_001604.1|T7p27|NP_041980.1|CDS|hypothetical	270	91.0003	431	235.232
NC_001604.1|T7p28|NP_041981.1|CDS|hypothetical	408	229	3526	764.731
NC_001604.1|T7p29|NP_041982.1|CDS|DNA	2115	1936	44861	1150.87
NC_001604.1|T7p30|NP_041983.1|CDS|hypothetical	357	178	8919	2488.62
NC_001604.1|T7p31|NP_041984.1|CDS|hypothetical	509	330	5482.24	825.1
NC_001604.1|T7p32|NP_041985.1|CDS|host	300	121	0	0
NC_001604.1|T7p33|NP_041986.1|CDS|hypothetical	210	33.6633	1084.76	1600.43
NC_001604.1|T7p34|NP_041987.1|CDS|host	159	10.9088	4	18.2114
NC_001604.1|T7p35|NP_041988.1|CDS|exonuclease	903	724	17021	1167.64
NC_001604.1|T7p36|NP_041989.1|CDS|hypothetical	114	5.81021	0	0
NC_001604.1|T7p37|NP_041990.1|CDS|hypothetical	255	76.0064	26624	17397.4
NC_001604.1|T7p38|NP_041991.1|CDS|hypothetical	267	88.0006	14802	8354.05
NC_001604.1|T7p39|NP_041992.1|CDS|hypothetical	402	223	63884	14228.2
NC_001604.1|T7p40|NP_041993.1|CDS|tail	300	121	32433	13312.6
NC_001604.1|T7p41|NP_041994.1|CDS|hypothetical	393	214	68844	15977.7
NC_001604.1|T7p42|NP_041995.1|CDS|head-tail	1611	1432	271039	9400.5
NC_001604.1|T7p43|NP_041996.1|CDS|capsid	924	745	220989	14732.5
NC_001604.1|T7p45|NP_041998.1|CDS|major	1038	859	590606	34148.1
NC_001604.1|T7p46|NP_041999.1|CDS|tail	591	412	80536	9708.56
NC_001604.1|T7p47|NP_042000.1|CDS|tail	2385	2206	265899	5986.5
NC_001604.1|T7p48|NP_042001.1|CDS|internal	417	238	26221	5471.85
NC_001604.1|T7p49|NP_042002.1|CDS|internal	591	412	63733	7682.97
NC_001604.1|T7p50|NP_042003.1|CDS|internal	2244	2065	265544	6386.73
NC_001604.1|T7p51|NP_042004.1|CDS|internal	3957	3778	410030	5390.34
NC_001604.1|T7p52|NP_042005.1|CDS|tail	1662	1483	157536	5275.95
NC_001604.1|T7p53|NP_042006.1|CDS|type	204	29.2345	6206	10543.3
NC_001604.1|T7p54|NP_042007.1|CDS|DNA	270	91.0003	4736	2584.82
NC_001604.1|T7p55|NP_042008.1|CDS|phage	432	253	16361	3211.82
NC_001604.1|T7p56|NP_042009.1|CDS|phage	252	73.0112	0	0
NC_001604.1|T7p57|NP_042010.1|CDS|DNA	1761	1582	96654.9	3034.44
NC_001604.1|T7p58|NP_042011.1|CDS|hypothetical	258	79.0036	2130.15	1339.14
NC_001604.1|T7p59|NP_042012.1|CDS|hypothetical	174	14.6185	0	0
NC_001604.1|T7p60|NP_042013.1|CDS|hypothetical	150	9.35544	916	4862.88
U00096.3|b0001|AAC73112.1|CDS|thrL	66	3.85692	0	0
U00096.3|b0002|AAC73113.1|CDS|thrA	2463	2284	31	0.674105
U00096.3|b0003|AAC73114.1|CDS|thrB	933	754	10	0.658705
U00096.3|b0004|AAC73115.1|CDS|thrC	1287	1108	13	0.582728
U00096.3|b0005|AAC73116.1|CDS|yaaX	297	118	3	1.2627
U00096.3|b0006|AAC73117.1|CDS|yaaA	777	598	7	0.581378
U00096.3|b0007|AAC73118.1|CDS|yaaJ	1431	1252	2	0.0793392
U00096.3|b0008|AAC73119.1|CDS|talB	954	775	53	3.39654
U00096.3|b0009|AAC73120.1|CDS|mog	588	409	7	0.850035
U00096.3|b0010|AAC73121.1|CDS|satP	567	388	9	1.15205
U00096.3|b0011|AAC73122.1|CDS|yaaW	714	535	0	0
U00096.3|b0013|AAC73124.1|CDS|yaaI	405	226	0	0
U00096.3|b0014|AAC73125.1|CDS|dnaK	1917	1738	129	3.6864
U00096.3|b0015|AAC73126.1|CDS|dnaJ	1131	952	20	1.04341
U00096.3|b0016|AAC73127.1|CDS|insL1	1113	934	11	0.584935
U00096.3|b0018|AAC73129.1|CDS|mokC	210	33.6633	0	0
U00096.3|b4412|AAT48122.1|CDS|hokC	153	9.8295	0	0
U00096.3|b0019|AAC73130.1|CDS|nhaA	1167	988	21	1.05566
U00096.3|b0020|AAC73131.1|CDS|nhaR	906	727	6	0.409901
U00096.3|b0021|AAC73132.1|CDS|insB1	504	325	0.753323	0.115122
U00096.3|b0022|AAC73133.1|CDS|insA	276	97.0001	0	0
U00096.3|b0023|AAC73134.1|CDS|rpsT	264	85.0011	16	9.34884
U00096.3|b0024|AAC73135.1|CDS|yaaY	219	41.1625	0	0
U00096.3|b0025|AAC73136.1|CDS|ribF	942	763	13	0.846215
U00096.3|b0026|AAC73137.1|CDS|ileS	2817	2638	119	2.24044
U00096.3|b0027|AAC73138.1|CDS|lspA	495	316	18	2.82909
U00096.3|b0028|AAC73139.1|CDS|fkpB	450	271	3	0.549812
U00096.3|b0029|AAC73140.1|CDS|ispH	951	772	17	1.09369
U00096.3|b0030|AAC73141.1|CDS|rihC	915	736	4	0.269926
U00096.3|b0031|AAC73142.1|CDS|dapB	822	643	1	0.0772416
U00096.3|b0032|AAC73143.1|CDS|carA	1149	970	5	0.256012
U00096.3|b0033|AAC73144.1|CDS|carB	3222	3043	10	0.163215
U00096.3|b0034|AAC73145.2|CDS|caiF	396	217	0	0
U00096.3|b0035|AAC73146.2|CDS|caiE	591	412	2	0.241099
U00096.3|b0036|AAC73147.2|CDS|caiD	786	607	3	0.245468
U00096.3|b0037|AAC73148.2|CDS|caiC	1554	1375	6	0.216726
U00096.3|b0038|AAC73149.1|CDS|caiB	1218	1039	4	0.191208
U00096.3|b0039|AAC73150.1|CDS|caiA	1143	964	2	0.103042
U00096.3|b0040|AAC73151.1|CDS|caiT	1515	1336	2	0.0743508
U00096.3|b0041|AAC73152.2|CDS|fixA	771	592	0	0
U00096.3|b0042|AAC73153.1|CDS|fixB	942	763	2	0.130187
U00096.3|b0043|AAC73154.1|CDS|fixC	1287	1108	3	0.134476
